Background	102 4874 3056 4156 145 19785 546 165 1765 147 12313 1753 568 121 993 147 1658 547 3056 3432 422 5666 9778 2185 10297 137 10302 2131 4266 205 103
Problem	102 147 1285 111 1056 131 1926 19785 191 111 1493 131 4231 131 111 15407 3746 422 137 191 25776 137 2983 17313 121 12313 1753 568 205 103
Method	102 238 165 106 6880 5460 1329 3303 12201 5435 568 8669 4487 11213 205 103
Method	102 1548 137 647 19785 111 25776 137 2983 17313 121 655 1268 17797 137 111 8025 1450 29868 131 111 9959 1450 24876 10680 3746 267 1649 205 103
Method	102 111 3781 131 5435 191 111 8025 1450 27304 241 2450 188 111 1235 5215 1607 145 5242 546 422 190 111 4998 2612 191 111 5043 19220 30107 24815 131 111 15407 3746 205 103
Method	102 494 2354 422 5100 7244 193 2310 329 137 27855 16940 422 5285 147 188 3650 4998 422 267 2450 263 111 5242 205 103
Method	102 407 11017 267 1151 982 130 2222 9994 131 111 568 2505 8433 205 103
Result	102 1031 190 111 22757 26481 8814 422 106 1673 121 7244 193 2310 329 131 111 602 8814 241 1058 145 5435 3304 5435 1814 118 275 5435 546 205 103
Result	102 106 7847 266 131 5435 1834 131 111 2983 241 797 121 8814 2135 603 1031 147 111 22757 26481 482 145 5435 3304 5435 1834 1814 118 275 5435 546 205 103
Conclusion	102 19785 501 235 629 1073 3165 137 168 106 2001 3386 6616 147 3363 3056 14093 121 12313 1753 568 205 103
Conclusion	102 694 422 185 1544 1040 106 684 3523 121 2222 7244 193 2310 329 131 111 15407 3746 3849 198 256 968 2279 147 3363 2089 22191 27855 16940 121 407 568 205 103


Problem	102 147 527 111 4684 137 4104 131 23051 16240 133 121 568 190 3325 699 579 177 579 3197 8678 6903 9619 145 3281 6684 30109 546 1319 1926 16230 3832 205 103
Method	102 106 1114 131 5435 3281 6684 30109 568 1319 1926 16230 3832 267 10368 121 111 527 137 5460 147 111 23051 16240 133 583 145 146 275 5435 546 137 111 602 583 145 146 275 5435 546 205 103
Method	102 5503 13894 241 1260 235 2181 5435 137 2181 5435 422 969 15664 5503 3832 145 17133 546 241 1260 603 2538 205 103
Method	102 1496 1471 25208 2964 121 6903 9619 145 445 30109 546 1505 422 8401 4929 137 7234 2473 1017 5435 1976 267 1031 467 111 502 1302 205 103
Result	102 1548 17133 422 425 1242 121 111 3592 131 1454 190 445 30109 1505 1883 506 445 30109 579 5435 241 1058 214 111 922 131 23051 16240 133 145 5435 1863 2406 5435 1863 422 118 275 5435 546 205 103
Result	102 969 647 17133 422 684 1242 121 111 3592 131 1454 190 445 30109 1505 1883 506 445 30109 579 5435 241 20462 121 111 23051 16240 133 583 145 5435 1863 2406 5435 1863 422 118 275 5435 546 205 103
Result	102 23051 16240 133 922 469 1357 2664 111 1013 131 3228 6903 10045 647 17133 145 5435 1863 2406 5435 1863 422 118 275 5435 546 205 103
Result	102 461 267 5435 137 5435 1626 5386 5283 2473 145 2175 30107 546 1017 5435 1976 1058 121 111 23051 16240 133 583 137 111 602 583 145 5435 1863 2406 5435 1863 422 118 275 5435 546 205 103
Result	102 425 1673 467 111 502 1302 241 797 121 111 8401 4929 1017 5435 1976 1471 111 6173 13183 145 5435 2406 5435 1299 422 118 275 5435 546 422 3167 13183 145 5435 2406 5435 1299 422 118 275 5435 546 234 3167 22573 12973 145 5435 2406 5435 1299 422 118 275 5435 546 205 103
Conclusion	102 23051 16240 133 922 1452 302 1242 111 8401 4929 121 3281 6684 30109 568 1319 1926 17133 205 103
Conclusion	102 23051 16240 133 300 1658 111 445 30109 1505 137 111 6903 10045 647 17133 190 1279 2175 30107 1017 5435 1976 205 103


Background	102 29825 11363 1357 5174 111 1265 131 13968 1935 140 4241 17064 3626 145 1593 546 137 355 2836 3380 121 13992 18717 205 103
Background	102 2229 1671 2790 165 1060 1548 9344 7255 29825 11363 121 238 5055 205 103
Problem	102 147 1285 2378 1671 422 137 4485 198 10332 10612 7842 192 888 1629 175 145 132 205 1629 175 546 127 579 5435 171 11363 650 1242 17812 132 205 1629 175 7274 1319 5386 1056 205 103
Method	102 3467 4770 145 5435 112 12880 983 5968 546 422 8349 573 5435 996 20103 579 1994 267 3804 422 137 7976 10070 131 111 2378 241 19303 556 205 103
Method	102 121 106 3643 3303 13992 18717 145 14950 962 5435 3272 546 12344 147 27934 5297 30107 234 191 24258 168 962 5435 3541 267 5007 10811 147 1676 132 205 1629 175 127 579 5435 171 145 5435 16059 1352 2181 546 234 6680 145 28814 6478 546 11363 3088 111 8849 1407 5435 3272 205 103
Method	102 22551 1488 267 2760 1548 145 112 5435 546 137 647 5435 3272 131 11363 145 112 5435 546 168 8467 17812 132 205 1629 175 1049 487 4221 3635 145 1916 3095 546 205 103
Method	102 3287 2952 1936 1114 17812 10332 10612 7842 192 426 137 1593 7743 1264 205 103
Method	102 13397 137 2668 2952 267 6814 487 7418 579 5316 137 8880 579 17121 3670 2732 422 137 3464 27876 138 137 20409 13525 579 3704 2732 168 9554 5556 205 103
Result	102 106 1114 131 5435 18717 145 29825 862 5435 422 6680 862 5435 546 267 10368 205 103
Result	102 6403 137 10001 8009 2087 267 5085 467 111 1302 205 103
Result	102 111 4079 131 18717 190 9292 132 205 1629 175 1175 1357 1422 3832 862 6680 862 579 6208 30125 579 112 5435 862 5435 1352 5435 145 5435 1863 546 422 112 5435 862 5435 1352 5435 145 5435 1863 546 422 118 962 5435 579 3102 30125 579 29825 862 579 6208 30125 579 112 5435 862 5435 1352 5435 145 5435 1863 546 422 112 5435 862 5435 1352 5435 145 5435 1863 546 422 118 962 5435 579 3102 30125 579 205 103
Result	102 4248 112 5435 132 205 1629 175 7274 121 655 1302 267 2382 1995 145 962 5435 1458 576 412 159 145 579 5435 546 546 422 1953 1357 121 112 5435 168 111 29825 583 145 1458 5435 546 969 4234 962 5435 1458 121 111 602 583 145 118 962 5435 546 205 103
Result	102 461 267 425 5386 1056 1471 29825 12267 137 425 9267 205 103
Result	102 1593 7743 1264 4118 121 617 5435 7544 217 145 6680 583 546 205 103
Conclusion	102 132 205 1629 175 127 579 5435 171 165 106 4279 29825 3467 168 7255 626 121 13992 18717 205 103


Background	102 2803 422 1711 2396 579 10684 4380 2918 3410 7489 235 15092 5270 9912 29678 134 145 5045 546 267 3376 422 355 4332 140 147 1242 2108 1013 131 5045 205 103
Background	102 185 2840 111 1329 5427 131 106 2396 579 10684 4380 2918 3264 145 13995 3718 1005 145 546 546 121 6946 568 975 267 5285 147 111 21521 9590 923 131 2537 29678 134 205 103
Method	102 461 267 5435 7315 1808 5285 147 6946 21521 7225 214 111 9384 6946 1026 131 111 121 579 137 13844 7234 422 923 131 7764 190 9912 29678 134 422 267 1936 121 238 3306 5460 1329 3303 205 103
Method	102 111 1735 137 626 131 111 2396 579 10684 4380 2918 3264 168 5045 241 5460 121 4379 131 5435 4082 205 103
Method	102 2108 235 705 5809 145 8534 3262 856 546 137 532 147 3026 29678 134 145 1458 579 3704 856 546 267 3601 147 3138 1595 467 1302 205 103
Result	102 2108 235 705 5809 121 111 583 190 111 13995 3718 1005 145 546 145 5435 1863 546 241 302 1357 643 263 111 602 583 145 5435 1863 422 118 275 5435 546 422 6210 241 111 4248 532 147 3026 29678 134 862 5435 112 137 5435 112 422 1222 145 118 275 5435 546 205 103
Conclusion	102 7831 131 1702 7664 190 2396 579 10684 2011 137 190 2396 579 10684 4380 2918 3264 1544 302 1658 2108 131 5045 121 6946 568 975 220 1721 2537 147 29678 282 205 103


Problem	102 461 165 2077 425 5157 1235 2358 168 8936 9040 781 5586 5272 426 282 16305 5837 205 103
Problem	102 185 1031 111 2131 2952 131 568 5484 1676 147 3177 143 9672 190 18537 9144 2048 234 3801 167 10080 2057 8723 3264 168 11572 8936 9040 205 103
Method	102 106 1114 131 5435 568 267 5007 10811 690 502 1302 147 5380 1676 3801 167 145 546 10080 2057 8723 145 3801 167 583 5435 862 146 275 5435 422 1108 1407 5435 1320 422 1407 5435 579 5435 1320 546 234 147 3177 143 9672 190 18537 9144 2048 145 147 3177 143 9672 583 862 146 275 5435 422 1108 1407 5435 422 1407 5435 579 5435 1320 546 168 11572 8936 9040 205 103
Method	102 1926 137 5435 579 996 2790 241 1827 190 4831 15802 8710 2211 422 2565 8710 12457 5849 10805 422 25996 1347 1071 615 2211 422 12643 579 5435 17182 27304 137 12901 184 4338 856 205 103
Result	102 10014 2406 205 6467 2131 1496 1367 684 3523 121 655 1302 205 103
Result	102 502 1302 267 868 121 1615 131 4831 15802 8710 2211 422 8618 6200 137 25996 1347 1071 3359 145 118 1374 5435 546 205 103
Result	102 111 12643 579 5435 17182 27304 2861 4237 1279 5586 12697 121 3801 167 583 506 198 121 147 3177 143 9672 583 145 118 1374 5435 546 205 103
Result	102 147 3177 143 9672 2358 4254 106 17077 385 475 6092 8005 131 111 8936 506 3801 167 2358 205 103
Conclusion	102 502 3646 2190 501 121 238 527 220 1987 147 195 4279 168 11572 8936 9040 781 5586 5272 426 282 16305 5837 190 111 11572 14034 1558 4467 2168 17807 11284 354 1139 205 103


Background	102 7908 6336 13557 168 568 235 1265 168 28992 5707 360 302 3481 528 3452 205 103
Background	102 568 137 15457 1992 2596 6443 5561 121 11170 111 1288 205 103
Method	102 147 3782 1056 131 7908 1454 2870 3832 191 1767 422 7410 1837 5561 137 6175 1496 121 568 190 1061 10761 131 28992 5707 137 15457 131 3407 1808 5435 15457 145 5435 3398 422 5435 3672 422 1108 1407 5435 1320 546 131 3407 1808 137 5435 568 145 5435 3398 422 5435 3672 422 1108 1407 5435 1320 546 267 5007 4629 147 130 3832 145 2648 546 234 602 583 145 7970 546 121 106 6245 27453 5460 3643 3303 205 103
Method	102 111 2648 2072 502 5435 579 151 22142 7032 131 583 2870 1814 111 7970 2072 1235 5975 579 13661 122 2208 617 205 103
Method	102 1767 131 28992 5707 137 7410 1837 12534 121 106 7905 2208 28992 5707 4001 188 936 3095 2554 188 804 188 3287 6175 1496 267 3601 235 3263 137 5435 2499 647 3832 205 103
Result	102 121 2029 190 3151 422 111 3832 4030 147 684 3523 131 1767 263 3263 147 5435 579 1978 589 579 692 145 15457 862 2648 5435 1352 5435 3523 1352 3263 2406 7970 5435 1352 5435 1814 118 962 5435 1814 568 862 2648 5435 1352 5435 2406 5435 1352 5435 1814 118 962 5435 546 205 103
Result	102 2428 422 7410 1837 12534 241 1175 647 3832 188 1031 147 3151 145 15457 862 2648 5435 1352 5435 2406 7970 5435 1352 5435 1814 118 962 5435 1814 568 862 5435 1352 5435 2406 5435 1352 5435 1814 118 962 5435 546 205 103
Result	102 3832 1367 684 2135 131 21268 6319 145 579 5435 1352 5435 2406 579 5435 1352 5435 1814 118 962 5435 546 205 103
Result	102 461 267 425 684 1334 121 111 4754 3359 205 103
Conclusion	102 7908 1454 2870 13557 552 195 7446 121 111 1837 131 28992 5707 214 1953 568 2505 25295 147 3363 137 814 111 1288 205 103


Problem	102 111 527 2959 111 4684 131 2370 579 791 137 11644 579 617 3690 5200 3996 121 6100 3690 1265 137 6017 9122 3725 137 5471 2498 1247 10589 30113 121 4476 947 922 205 103
Method	102 106 5460 3643 3303 145 21788 546 190 5435 8088 145 8714 5435 579 5435 1320 546 137 547 15457 263 4476 947 5877 121 874 504 205 112 205 10882 267 5007 4629 147 482 131 874 1983 579 791 422 7908 583 5434 862 2370 579 791 3690 5200 422 11644 579 617 3690 5200 422 137 11644 579 617 947 11185 205 103
Method	102 5434 267 8299 781 130 355 579 2181 9582 205 103
Method	102 9845 267 5343 235 3263 137 874 2499 1422 21835 205 103
Result	102 1031 190 1052 121 111 947 3832 422 8088 121 111 3690 5200 5434 1214 7060 6327 1184 30107 2649 7022 145 5731 1013 1857 275 5435 422 118 275 5435 546 422 2110 25646 626 145 5731 1930 1477 275 5435 1863 422 118 275 5435 546 422 137 2110 5452 131 12442 2649 145 5731 9719 1857 275 5435 422 118 275 5435 546 205 103
Result	102 698 469 1367 3007 3690 1767 145 118 962 5435 546 137 1968 579 4684 145 118 962 5435 546 205 103
Result	102 111 2370 579 791 3832 422 1031 190 111 494 5434 422 2772 684 7017 121 4372 579 20005 5471 2498 145 118 962 5435 546 422 9122 3725 145 118 962 5435 546 422 137 9122 5042 27182 1076 145 118 275 5435 546 205 103
Conclusion	102 238 21788 797 198 111 3690 5200 5434 1797 5471 1265 1689 573 874 2499 121 106 1135 422 6555 1498 131 10589 30113 121 4476 947 922 137 198 111 2370 579 791 3832 3007 9122 3725 137 2498 190 20005 30113 1011 2649 205 103
Conclusion	102 407 5434 405 14783 205 103


Background	102 1323 1113 579 9064 13661 318 145 19595 546 971 579 3014 25678 30113 220 1842 1427 168 111 1837 131 9814 205 103
Background	102 188 568 190 9814 4653 709 190 6555 137 7819 3049 422 256 165 1060 147 2008 111 1056 131 25678 30113 121 9384 407 643 8316 11205 137 111 6435 131 407 2528 205 103
Method	102 168 238 1579 422 453 263 502 5460 422 3917 579 8478 3270 267 2549 121 2646 147 111 4986 137 11583 131 1056 191 1323 2554 131 26350 145 188 1649 214 111 1532 137 1980 4225 2211 579 6208 30125 579 3103 2085 579 3102 30125 579 546 647 922 190 19595 4449 26269 20947 25467 217 145 1679 546 145 26456 5435 137 26456 5435 546 205 103
Conclusion	102 8316 10287 263 3263 190 1679 267 684 214 2181 5435 168 355 2539 3103 2085 1391 121 655 826 205 103
Conclusion	102 693 1056 552 360 528 6920 214 111 1735 234 3334 131 106 6680 1278 205 103
Conclusion	102 106 684 907 168 1679 3304 6680 241 1058 168 355 1626 8316 4371 168 482 234 475 5736 131 1679 781 111 705 1978 131 922 205 103
Conclusion	102 3246 3452 422 755 145 563 302 355 546 684 2528 20982 147 111 864 1313 205 103
Conclusion	102 868 7017 267 1058 121 3103 2085 3359 190 1679 137 4204 1096 291 20947 205 103
Conclusion	102 2750 579 3644 6071 267 1058 168 111 907 131 1679 191 1532 422 1980 137 20317 3757 483 1352 8255 850 3049 205 103


Problem	102 692 147 5435 1863 131 568 975 7883 106 15664 5503 3832 405 693 7332 121 111 626 131 1698 579 847 4547 22347 205 103
Problem	102 111 2579 131 238 527 241 147 3138 543 19090 579 7849 390 579 6678 579 11938 22347 968 195 106 1846 3350 147 1661 7780 12141 579 847 4547 22347 121 7599 568 205 103
Method	102 106 1114 131 5435 7599 568 190 4278 235 5126 1265 131 2619 29899 129 145 8737 3009 862 4381 962 5435 1100 234 1755 1374 5435 1100 121 7664 962 5435 1100 422 3164 10201 546 267 5460 147 106 19090 583 145 5435 568 546 234 130 1661 7780 12141 583 145 5435 568 546 205 103
Result	102 3263 2087 267 804 10064 1814 5435 1863 131 568 267 4084 3644 205 103
Result	102 235 5435 996 422 111 3970 131 1626 5386 4131 2473 145 2889 422 699 13764 120 6903 9619 422 5177 422 234 6819 1549 8554 20009 640 546 241 1357 1001 121 111 19090 583 506 121 111 1661 7780 12141 583 145 1114 422 5435 1863 2406 5435 1863 1814 118 275 5435 1814 699 21027 579 3644 5909 422 5435 1863 2406 5435 1863 1814 118 275 5435 1814 4084 579 3644 5909 422 5435 1863 2406 5435 1863 1814 118 275 5435 546 205 103
Result	102 111 3970 131 2889 422 699 13764 120 6903 9619 422 5177 422 234 843 20009 640 241 5435 1863 121 111 19090 583 137 5435 1863 121 111 1661 7780 12141 583 145 118 275 5435 546 205 103
Result	102 1549 6253 137 8554 20009 4034 4118 121 5435 1863 1031 190 5435 1863 145 118 275 5435 546 137 121 5435 1863 1031 190 5435 1863 145 118 275 5435 546 121 111 19090 137 1661 7780 12141 1302 422 1222 205 103
Result	102 28087 589 579 692 235 5435 2499 1367 1357 1279 4410 14508 1738 121 111 1661 7780 12141 583 145 121 579 3197 422 5435 579 6208 30125 579 1235 4707 422 5435 546 1100 2406 579 5435 579 6208 30125 579 5435 579 3102 30125 579 1100 1814 121 579 10671 422 5435 579 6208 30125 579 5435 579 3102 30125 579 1100 2406 5435 579 6208 30125 579 5435 579 3102 30125 579 1100 1814 118 962 5435 546 205 103
Conclusion	102 111 1661 7780 12141 579 847 4547 10671 165 5811 147 111 19090 10671 168 1329 137 28087 864 1861 121 7599 568 190 4278 235 5126 1265 131 2619 29899 129 205 103


Problem	102 2149 826 360 2733 111 2141 131 21948 4489 140 145 4323 546 8299 214 1916 1459 7739 191 6946 6231 205 103
Problem	102 238 527 2733 111 4684 131 4323 8299 214 7739 137 10235 3463 22330 30113 145 5057 30113 546 147 5494 131 13809 1808 6485 5435 833 5435 205 103
Method	102 15397 579 502 5423 263 111 6946 849 121 7638 5877 934 131 111 3258 9699 131 15861 267 5007 4629 147 5435 131 5435 1302 205 103
Method	102 583 5435 145 7355 1459 546 1649 7481 15659 235 3263 137 5435 579 137 5435 579 996 589 579 692 205 103
Method	102 583 5435 145 9697 617 546 8299 5435 4323 15860 7656 147 5494 131 111 2018 1326 573 5435 1320 205 103
Method	102 583 5435 145 9697 473 5057 546 8299 5435 9697 4323 7656 4344 5435 4323 7656 263 106 5057 205 205 103
Method	102 111 1916 3095 241 1326 7481 15659 235 5435 579 996 589 692 205 103
Result	102 235 5435 579 996 589 579 692 422 111 5731 7481 15659 241 5435 422 5435 422 137 5435 168 1302 5435 422 5435 422 137 5435 422 1222 205 103
Result	102 111 583 5435 1108 241 1357 145 118 275 5435 546 1268 506 583 5435 205 103
Result	102 1108 1334 263 3263 121 7481 15659 267 5435 422 5435 422 137 5435 2186 1302 5435 422 5435 422 137 5435 205 103
Conclusion	102 4323 8299 214 7739 137 5057 30113 145 583 5435 546 4027 121 4073 684 10287 121 7481 15659 205 103
Conclusion	102 849 165 2764 147 2100 111 1329 4150 137 11583 131 111 7481 1056 1058 205 103
Conclusion	102 539 111 3832 300 195 9868 147 2211 145 121 1349 422 539 147 7434 7188 147 626 4323 5419 137 539 2172 147 7434 5057 30113 137 10565 1445 690 1916 1459 5877 546 469 23768 2158 849 205 103


Problem	102 111 4837 4638 137 1278 147 3325 5158 9903 360 528 3765 214 111 597 3421 131 4401 7832 1352 532 579 131 579 10047 1352 1745 10828 145 6087 579 24959 1352 2400 546 121 238 527 205 103
Problem	102 3697 422 185 1031 111 8098 4837 4968 131 2781 4093 22459 1801 604 1075 22434 145 5435 1863 116 5435 546 190 3325 5158 17171 1245 131 5435 1863 145 3552 147 1011 5435 127 121 15518 546 137 5435 1863 116 5435 145 3552 147 1011 5435 127 121 15518 546 168 5435 151 121 106 1075 25205 141 9903 7467 205 103
Result	102 106 1716 5150 131 2750 579 3644 2528 241 11590 214 3802 1823 10073 17309 669 145 25122 579 2762 546 467 1075 12515 137 17171 1245 205 103
Result	102 573 482 18199 1882 267 797 121 238 527 422 1011 5435 1863 131 334 1367 684 1477 263 9903 922 137 5435 9125 267 1887 1814 694 422 461 165 2815 4638 121 13681 2347 1247 111 5435 2305 422 334 8016 111 4715 131 1168 1078 205 103
Result	102 1017 111 4638 422 185 797 198 5435 579 6090 9322 9713 137 5435 579 6090 19851 8212 1982 9713 220 401 26903 179 13299 1814 191 111 494 1500 422 5435 579 25024 2904 27481 176 204 1397 137 152 579 27090 141 1397 267 18202 205 103
Conclusion	102 111 1242 121 1434 276 4837 2800 145 25511 1397 422 20266 276 422 137 7417 599 276 546 545 263 9903 1814 238 1242 300 195 501 188 106 5522 168 111 17171 803 205 103
Conclusion	102 5435 579 6090 9322 9713 241 469 2487 13299 263 10483 147 272 137 552 195 106 1248 4232 13925 198 8016 3431 9903 422 1074 147 633 1411 5167 147 13728 579 5435 205 103
Conclusion	102 111 1242 131 2159 25232 7429 30107 137 10592 25232 7429 123 422 191 111 494 1500 422 3072 106 1477 121 111 3430 131 1333 422 234 4739 422 5009 205 103


Problem	102 147 3782 111 1329 4684 131 412 579 7930 2918 3109 190 3843 4156 1411 579 12753 15664 5203 8181 18124 15146 4268 2195 131 111 2704 4447 1026 17056 168 922 131 1916 28200 739 3687 16638 205 103
Method	102 238 165 106 6880 422 5460 527 205 103
Method	102 20151 568 190 1916 28200 739 3687 16638 267 5007 4629 147 106 527 583 234 602 583 205 103
Method	102 121 111 527 583 422 111 568 6574 412 579 7930 2918 3109 190 3843 4156 1411 579 12753 15664 5203 8181 18124 15146 4268 2195 131 111 2704 4447 1026 17056 205 103
Method	102 111 568 121 111 602 583 6574 115 579 4998 412 579 7930 579 12753 20633 833 111 24112 117 22473 30107 422 137 666 111 20633 10929 241 11232 385 5731 1425 147 111 3165 131 111 12277 3961 25289 3056 1278 137 111 568 2505 4649 205 103
Method	102 20633 2108 422 6467 5386 4649 422 137 2001 579 137 4413 579 902 20508 21124 14069 267 4073 1031 467 111 502 4086 2688 205 103
Result	102 111 3970 131 6467 2480 1056 241 1357 1797 422 137 6959 137 2589 579 902 20508 4684 241 1883 121 568 121 111 527 583 4436 190 1052 121 111 602 583 145 118 962 5435 546 205 103
Conclusion	102 487 3843 4156 1411 579 12753 20633 552 6437 475 4119 11232 7558 131 111 4933 5557 13975 214 5203 8181 137 1357 4006 1329 4684 121 238 527 205 103


Problem	102 147 3745 357 10908 120 5467 1984 1548 137 647 5587 10719 121 1615 131 1108 6467 2675 2867 137 1108 6467 1509 19780 162 6323 205 103
Method	102 5460 3643 3303 205 103
Method	102 2395 131 6541 2797 422 25578 2278 422 25229 30120 422 1665 8264 30107 422 263 5376 5435 147 5129 5435 205 103
Method	102 568 145 146 275 5435 546 131 1676 4703 190 21146 844 579 259 137 1264 7987 5975 729 324 19575 30115 11508 8936 267 3544 248 205 103
Method	102 568 2773 2999 131 1338 12306 204 19056 12158 137 1407 962 5435 1320 234 1374 5435 1320 267 5544 205 103
Method	102 2305 267 5007 4629 147 382 579 5587 10719 145 583 579 5435 546 137 1422 579 5587 10719 145 583 579 5435 546 205 103
Method	102 1338 12306 204 4434 241 4092 214 5728 5435 3210 3145 1436 5435 1863 29096 147 5435 3210 3145 1436 5435 1863 22756 17034 1999 276 147 831 106 1114 5435 1965 1368 205 103
Method	102 583 579 5435 2072 1338 12306 204 11984 2252 111 1337 13825 2469 137 357 10908 658 1984 1548 111 5587 10719 205 103
Method	102 583 579 5435 2072 111 11984 137 1984 647 5587 10719 205 103
Method	102 6467 3337 131 1509 19780 162 137 2675 3359 267 1649 235 5435 137 5435 3541 19462 487 6536 205 103
Result	102 1108 1407 241 5435 5435 1320 205 103
Result	102 111 1108 2675 3359 235 5435 3541 19462 267 5435 5435 137 5435 5435 121 382 579 5587 10719 137 1422 579 5587 10719 1302 1222 145 118 962 5435 546 205 103
Result	102 111 1108 2675 3359 235 5435 3541 19462 267 5435 5435 137 5435 5435 121 382 579 5587 10719 137 1422 579 5587 10719 1302 1222 145 118 962 5435 546 205 103
Result	102 111 1108 1509 19780 162 501 19462 121 705 5435 3541 241 5435 5435 1529 137 5435 5435 1529 121 382 413 10719 137 1422 579 5587 10719 1302 1222 145 118 962 5435 546 205 103
Conclusion	102 357 10908 120 1984 6115 1548 5587 10719 188 23401 7318 2691 1186 121 2664 6467 2675 3359 137 13903 28585 141 626 205 103


Background	102 6686 132 5435 7411 4080 19455 137 9333 1288 422 2825 121 4624 4311 205 103
Background	102 414 23346 3109 12422 165 3765 214 3810 147 111 5062 137 5043 6624 7302 7586 111 9480 1426 739 6449 205 103
Problem	102 147 856 9480 1426 739 6449 11180 487 3850 13151 8561 145 29945 30113 546 214 24285 11031 354 3510 4156 145 19119 546 121 12791 4624 4311 190 629 6686 132 5435 145 132 5435 546 1049 205 103
Method	102 2057 579 27554 527 131 5435 4093 4624 4311 145 1374 5435 1320 546 205 103
Method	102 29945 30113 267 3568 121 111 12378 3589 122 5120 679 30113 1629 5332 137 17888 129 5586 8433 422 235 2619 137 781 3446 24027 9994 205 103
Method	102 2435 3850 11492 532 145 26161 30108 546 241 2865 263 111 7455 131 29945 30113 137 5270 3850 11492 532 145 17198 30108 546 205 103
Method	102 27186 247 281 1762 267 2549 4073 1425 147 132 5435 2726 205 103
Result	102 4248 1407 241 5435 1320 145 5435 1863 2007 546 205 103
Result	102 8434 579 2781 556 131 111 5435 2305 883 629 6686 132 5435 1049 145 132 5435 962 5435 19906 1352 152 546 205 103
Result	102 29945 30113 267 3568 168 355 2305 121 3105 137 1268 24664 205 103
Result	102 461 267 425 684 1595 121 1676 7455 234 4599 131 29945 30113 137 26161 30108 467 629 137 1346 132 5435 1302 205 103
Result	102 461 241 106 684 17198 30108 2839 121 111 1268 24664 121 111 629 132 5435 583 145 118 275 5435 546 205 103
Conclusion	102 425 24903 18539 131 111 9480 1426 739 6449 165 2490 121 12791 132 5435 579 13869 4624 4311 205 103
Conclusion	102 111 5270 8481 429 3733 147 195 475 12144 147 3810 14008 147 238 6686 12381 205 103
Conclusion	102 111 27186 247 281 2166 131 12791 4624 4311 190 1268 132 5435 1049 1055 195 4786 3680 121 5270 8481 429 2166 205 103


Problem	102 1113 12816 16444 9042 1288 165 3002 1111 190 3167 5186 5801 205 103
Problem	102 18966 5186 5801 165 106 1265 1491 168 2083 6954 145 7763 546 3018 137 106 2836 168 8860 137 3380 121 568 8669 16444 9042 7278 205 103
Problem	102 17579 17256 5591 297 5435 4773 579 2622 1982 18664 15927 165 4276 501 147 814 1916 5186 5801 205 103
Problem	102 461 165 106 2596 131 1775 131 1056 131 4204 2622 1982 18664 191 3287 5186 5801 1074 147 16444 9042 1288 205 103
Problem	102 111 527 7415 147 1285 111 4826 131 10014 4204 2622 1982 18664 191 3167 5186 5801 137 3970 131 7763 3018 121 568 8669 16444 9042 7278 2797 205 103
